Hours,HeadCount,MonthNo,WeekNo_Encoded,ProjScale_Encoded,JobLevel_Associate,JobLevel_Manager,JobLevel_PPMD,JobLevel_SSC Classes,JobLevel_Senr Associate,JobLevel_Temp/Unknown
40.0,1,6,46,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,42,1,0,0,0,0,0,1
40.0,1,6,44,1,0,0,0,0,0,1
40.0,1,6,46,3,0,0,0,0,0,1
40.0,1,6,40,3,0,0,0,0,0,1
40.0,1,6,42,3,0,0,0,0,0,1
40.0,1,6,44,3,0,0,0,0,0,1
40.0,1,6,46,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,42,1,0,0,0,0,0,1
40.0,1,6,44,1,0,0,0,0,0,1
40.0,1,6,46,2,0,0,0,0,0,1
40.0,1,6,40,2,0,0,0,0,0,1
40.0,1,6,42,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,46,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,46,2,0,0,0,0,0,1
40.0,1,6,40,2,0,0,0,0,0,1
40.0,1,6,42,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,46,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,42,1,0,0,0,0,0,1
40.0,1,6,44,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,42,1,0,0,0,0,0,1
40.0,1,6,44,1,0,0,0,0,0,1
40.0,1,6,45,2,0,0,0,0,0,1
40.0,1,6,39,2,0,0,0,0,0,1
40.0,1,6,41,2,0,0,0,0,0,1
40.0,1,6,43,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,46,2,0,0,0,0,0,1
40.0,1,6,40,2,0,0,0,0,0,1
40.0,1,6,42,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,46,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,42,1,0,0,0,0,0,1
40.0,1,6,44,1,0,0,0,0,0,1
40.0,1,6,46,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,42,1,0,0,0,0,0,1
40.0,1,6,44,1,0,0,0,0,0,1
40.0,1,6,46,2,0,0,0,0,0,1
40.0,1,6,40,2,0,0,0,0,0,1
40.0,1,6,42,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,46,2,0,0,0,0,0,1
40.0,1,6,40,2,0,0,0,0,0,1
40.0,1,6,42,2,0,0,0,0,0,1
40.0,1,6,46,2,0,0,0,0,0,1
40.0,1,6,40,2,0,0,0,0,0,1
40.0,1,6,42,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,46,3,0,0,0,0,0,1
40.0,1,6,40,3,0,0,0,0,0,1
40.0,1,6,42,3,0,0,0,0,0,1
40.0,1,6,44,3,0,0,0,0,0,1
40.0,1,6,46,2,0,0,0,0,0,1
40.0,1,6,40,2,0,0,0,0,0,1
40.0,1,6,42,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,46,2,0,0,0,0,0,1
40.0,1,6,40,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,46,2,0,0,0,0,0,1
40.0,1,6,40,2,0,0,0,0,0,1
40.0,1,6,42,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,40,2,0,0,0,0,0,1
40.0,1,6,46,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,42,1,0,0,0,0,0,1
40.0,1,6,44,1,0,0,0,0,0,1
40.0,1,6,46,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,42,1,0,0,0,0,0,1
40.0,1,6,44,1,0,0,0,0,0,1
40.0,1,6,46,2,0,0,0,0,0,1
40.0,1,6,40,2,0,0,0,0,0,1
40.0,1,6,42,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,46,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,46,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,42,1,0,0,0,0,0,1
40.0,1,6,44,1,0,0,0,0,0,1
40.0,1,6,46,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,42,1,0,0,0,0,0,1
40.0,1,6,44,1,0,0,0,0,0,1
40.0,1,6,42,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,40,2,0,0,0,0,0,1
40.0,1,6,42,2,0,0,0,0,0,1
40.0,1,6,46,3,0,0,0,0,0,1
40.0,1,6,40,3,0,0,0,0,0,1
40.0,1,6,42,3,0,0,0,0,0,1
40.0,1,6,44,3,0,0,0,0,0,1
40.0,1,6,46,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,6,42,1,0,0,0,0,0,1
40.0,1,6,44,1,0,0,0,0,0,1
40.0,1,6,44,3,0,0,0,0,0,1
40.0,1,6,42,2,0,0,0,0,0,1
40.0,1,6,44,2,0,0,0,0,0,1
40.0,1,6,46,1,0,0,0,0,0,1
40.0,1,6,40,1,0,0,0,0,0,1
40.0,1,4,7,2,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,5,2,0,0,0,0,0,1
40.0,1,4,6,2,0,0,0,0,0,1
40.0,1,4,0,2,0,0,0,0,0,1
40.0,1,4,2,2,0,0,0,0,0,1
40.0,1,4,4,2,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,3,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,3,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,7,2,0,0,0,0,0,1
40.0,1,4,1,2,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,5,2,0,0,0,0,0,1
40.0,1,4,7,2,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,7,2,0,0,0,0,0,1
40.0,1,4,1,2,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,5,2,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,3,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,3,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,7,3,0,0,0,0,0,1
40.0,1,4,1,3,0,0,0,0,0,1
40.0,1,4,3,3,0,0,0,0,0,1
40.0,1,4,5,3,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,3,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,7,2,0,0,0,0,0,1
40.0,1,4,1,2,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,5,2,0,0,0,0,0,1
40.0,1,4,5,2,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,3,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,5,2,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,3,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,6,2,0,0,0,0,0,1
40.0,1,4,0,2,0,0,0,0,0,1
40.0,1,4,2,2,0,0,0,0,0,1
40.0,1,4,4,2,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,5,2,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,3,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,1,2,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,5,2,0,0,0,0,0,1
40.0,1,4,1,2,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,7,2,0,0,0,0,0,1
40.0,1,4,1,2,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,5,2,0,0,0,0,0,1
40.0,1,4,7,3,0,0,0,0,0,1
40.0,1,4,1,3,0,0,0,0,0,1
40.0,1,4,3,3,0,0,0,0,0,1
40.0,1,4,5,3,0,0,0,0,0,1
40.0,1,4,7,3,0,0,0,0,0,1
40.0,1,4,1,3,0,0,0,0,0,1
40.0,1,4,3,3,0,0,0,0,0,1
40.0,1,4,5,3,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,5,2,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,5,2,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,3,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,3,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,7,2,0,0,0,0,0,1
40.0,1,4,7,2,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,4,1,1,0,0,0,0,0,1
40.0,1,4,3,1,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,3,2,0,0,0,0,0,1
40.0,1,4,1,3,0,0,0,0,0,1
40.0,1,4,3,3,0,0,0,0,0,1
40.0,1,4,5,3,0,0,0,0,0,1
40.0,1,4,7,2,0,0,0,0,0,1
40.0,1,4,5,1,0,0,0,0,0,1
40.0,1,4,7,1,0,0,0,0,0,1
40.0,1,8,8,2,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,8,2,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,10,2,0,0,0,0,0,1
40.0,1,8,12,2,0,0,0,0,0,1
40.0,1,8,14,2,0,0,0,0,0,1
40.0,1,8,8,2,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,10,2,0,0,0,0,0,1
40.0,1,8,12,2,0,0,0,0,0,1
40.0,1,8,8,2,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,10,2,0,0,0,0,0,1
40.0,1,8,12,2,0,0,0,0,0,1
40.0,1,8,14,2,0,0,0,0,0,1
40.0,1,8,8,2,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,10,2,0,0,0,0,0,1
40.0,1,8,12,2,0,0,0,0,0,1
40.0,1,8,8,1,0,0,0,0,0,1
40.0,1,8,16,1,0,0,0,0,0,1
40.0,1,8,10,1,0,0,0,0,0,1
40.0,1,8,12,1,0,0,0,0,0,1
40.0,1,8,14,1,0,0,0,0,0,1
40.0,1,8,8,3,0,0,0,0,0,1
40.0,1,8,16,3,0,0,0,0,0,1
40.0,1,8,10,3,0,0,0,0,0,1
40.0,1,8,12,3,0,0,0,0,0,1
40.0,1,8,14,3,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,10,2,0,0,0,0,0,1
40.0,1,8,8,3,0,0,0,0,0,1
40.0,1,8,16,3,0,0,0,0,0,1
40.0,1,8,10,3,0,0,0,0,0,1
40.0,1,8,12,3,0,0,0,0,0,1
40.0,1,8,14,3,0,0,0,0,0,1
40.0,1,8,8,1,0,0,0,0,0,1
40.0,1,8,16,1,0,0,0,0,0,1
40.0,1,8,12,2,0,0,0,0,0,1
40.0,1,8,14,2,0,0,0,0,0,1
40.0,1,8,8,2,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,10,2,0,0,0,0,0,1
40.0,1,8,12,2,0,0,0,0,0,1
40.0,1,8,14,2,0,0,0,0,0,1
40.0,1,8,8,2,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,8,3,0,0,0,0,0,1
40.0,1,8,10,3,0,0,0,0,0,1
40.0,1,8,12,3,0,0,0,0,0,1
40.0,1,8,14,3,0,0,0,0,0,1
40.0,1,8,8,2,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,10,2,0,0,0,0,0,1
40.0,1,8,12,2,0,0,0,0,0,1
40.0,1,8,14,2,0,0,0,0,0,1
40.0,1,8,8,2,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,10,2,0,0,0,0,0,1
40.0,1,8,12,2,0,0,0,0,0,1
40.0,1,8,14,2,0,0,0,0,0,1
40.0,1,8,8,2,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,10,2,0,0,0,0,0,1
40.0,1,8,12,2,0,0,0,0,0,1
40.0,1,8,14,2,0,0,0,0,0,1
40.0,1,8,8,2,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,10,2,0,0,0,0,0,1
40.0,1,8,12,2,0,0,0,0,0,1
40.0,1,8,14,2,0,0,0,0,0,1
40.0,1,8,8,2,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,10,2,0,0,0,0,0,1
40.0,1,8,12,2,0,0,0,0,0,1
40.0,1,8,14,2,0,0,0,0,0,1
40.0,1,8,8,1,0,0,0,0,0,1
40.0,1,8,16,1,0,0,0,0,0,1
40.0,1,8,10,1,0,0,0,0,0,1
40.0,1,8,8,2,0,0,0,0,0,1
40.0,1,8,16,2,0,0,0,0,0,1
40.0,1,8,10,2,0,0,0,0,0,1
40.0,1,8,12,2,0,0,0,0,0,1
40.0,1,8,14,2,0,0,0,0,0,1
40.0,1,8,12,2,0,0,0,0,0,1
40.0,1,8,14,2,0,0,0,0,0,1
40.0,1,8,8,3,0,0,0,0,0,1
40.0,1,8,16,3,0,0,0,0,0,1
40.0,1,8,8,3,0,0,0,0,0,1
40.0,1,8,16,3,0,0,0,0,0,1
40.0,1,8,10,3,0,0,0,0,0,1
40.0,1,8,12,3,0,0,0,0,0,1
40.0,1,8,14,3,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
40.0,1,7,35,2,0,0,0,0,0,1
40.0,1,7,31,2,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
40.0,1,7,35,2,0,0,0,0,0,1
40.0,1,7,31,2,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
40.0,1,7,35,2,0,0,0,0,0,1
40.0,1,7,31,2,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
40.0,1,7,35,2,0,0,0,0,0,1
40.0,1,7,31,2,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
40.0,1,7,35,2,0,0,0,0,0,1
40.0,1,7,31,1,0,0,0,0,0,1
40.0,1,7,33,1,0,0,0,0,0,1
40.0,1,7,35,1,0,0,0,0,0,1
40.0,1,7,31,2,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
40.0,1,7,35,2,0,0,0,0,0,1
40.0,1,7,31,3,0,0,0,0,0,1
40.0,1,7,33,3,0,0,0,0,0,1
40.0,1,7,35,3,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
40.0,1,7,31,3,0,0,0,0,0,1
40.0,1,7,33,3,0,0,0,0,0,1
40.0,1,7,35,3,0,0,0,0,0,1
40.0,1,7,31,1,0,0,0,0,0,1
40.0,1,7,33,1,0,0,0,0,0,1
40.0,1,7,35,1,0,0,0,0,0,1
40.0,1,7,31,2,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
40.0,1,7,35,2,0,0,0,0,0,1
40.0,1,7,31,2,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
40.0,1,7,35,2,0,0,0,0,0,1
40.0,1,7,31,1,0,0,0,0,0,1
40.0,1,7,33,1,0,0,0,0,0,1
40.0,1,7,35,1,0,0,0,0,0,1
40.0,1,7,31,1,0,0,0,0,0,1
40.0,1,7,33,1,0,0,0,0,0,1
40.0,1,7,35,1,0,0,0,0,0,1
40.0,1,7,31,1,0,0,0,0,0,1
40.0,1,7,33,1,0,0,0,0,0,1
40.0,1,7,35,1,0,0,0,0,0,1
40.0,1,7,31,1,0,0,0,0,0,1
40.0,1,7,31,3,0,0,0,0,0,1
40.0,1,7,33,3,0,0,0,0,0,1
40.0,1,7,35,3,0,0,0,0,0,1
40.0,1,7,31,2,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
40.0,1,7,35,2,0,0,0,0,0,1
40.0,1,7,31,2,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
40.0,1,7,35,2,0,0,0,0,0,1
40.0,1,7,31,2,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
40.0,1,7,35,2,0,0,0,0,0,1
40.0,1,7,31,2,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
40.0,1,7,35,2,0,0,0,0,0,1
40.0,1,7,31,2,0,0,0,0,0,1
40.0,1,7,33,2,0,0,0,0,0,1
